Key_PID_RKEY,Record_Type,Profile_id,Profile_name,averageValue,blankCount,blankPercent,columnId,columnKey,columnName,columnType,containLeadTrailSpaces,containLineFeeds,distinctCount,distinctPercent,documentedDataType,duplicateCount,duplicatePercent,isConflictingInfDocumentDataType,isLeafNode,isPatternOutlier,isValueFreqOutlier,maximumLength,maximumValue,minimumLength,minimumValue,nulCount,nulPercent,order,profileKey,runKey,standardDeviation,topPatternPercent,totalPatterns,totalRows,totalSum,xpath,zeroCount,zeroPercent
81c60f50-fa3b-4d34-aabe-fbf8ec7020ac1,Previous Run,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac,Prfl_SuperMarket_Contact,,1,0.03,1fbb5561-7c2c-4769-891d-27033c346415,10002,TITLE,DATASOURCEFIELD,False,False,126,4.37,varchar(200),2633.0,91.4,False,,False,False,39,VP,1, ,122,4.23,10,2,1,,83.51,4,2881,,,0,0.0
81c60f50-fa3b-4d34-aabe-fbf8ec7020ac1,Previous Run,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac,Prfl_SuperMarket_Contact,,0,0.0,bef1bbf2-7085-42e3-8182-f9f949279bfc,10003,ADDR1,DATASOURCEFIELD,False,False,1179,40.92,varchar(200),1681.0,58.35,False,,False,True,52,VIVIENDAS DEL SOL 11,5,  668 NORTH BROAD STREET,21,0.73,2,2,1,,99.27,2,2881,,,0,0.0
81c60f50-fa3b-4d34-aabe-fbf8ec7020ac1,Previous Run,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac,Prfl_SuperMarket_Contact,,0,0.0,70787851-4296-4cc4-bc6f-50aba053a76f,10004,ADDR4,DATASOURCEFIELD,False,False,867,30.09,varchar(20),1962.0,68.11,False,,True,True,10,YO30 4WZ,2, E7 8QJ,52,1.8,5,2,1,,44.64,7,2881,,,0,0.0
81c60f50-fa3b-4d34-aabe-fbf8ec7020ac1,Previous Run,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac,Prfl_SuperMarket_Contact,,0,0.0,15c19d42-defd-4736-a3b3-a74f4f6aca58,10005,ADDR3,DATASOURCEFIELD,False,False,182,6.32,varchar(100),2573.0,89.31,False,,False,True,29,YORKSHIRE ,2,AL,126,4.37,4,2,1,,74.35,3,2881,,,0,0.0
81c60f50-fa3b-4d34-aabe-fbf8ec7020ac1,Previous Run,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac,Prfl_SuperMarket_Contact,,0,0.0,ebdeeb82-55cc-4264-8c53-26afa145c21c,10006,COMPANY,DATASOURCEFIELD,False,False,420,14.58,varchar(200),2461.0,85.42,False,,False,False,36,Yeovale Stores,3,"  Publix Super Markets, Inc.",0,0.0,1,2,1,,100.0,1,2881,,,0,0.0
81c60f50-fa3b-4d34-aabe-fbf8ec7020ac1,Previous Run,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac,Prfl_SuperMarket_Contact,,0,0.0,86140d7c-fa01-4b0b-8ce1-1637186af678,10007,ADDR2,DATASOURCEFIELD,False,False,676,23.46,varchar(100),2130.0,73.94,False,,False,True,25,ZEBULON,3, KIDDERMINSTER,75,2.6,3,2,1,,37.59,7,2881,,,0,0.0
81c60f50-fa3b-4d34-aabe-fbf8ec7020ac1,Previous Run,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac,Prfl_SuperMarket_Contact,,0,0.0,c92d1b49-04f3-48f5-97ef-70b118aca72c,10008,COUNTRY,DATASOURCEFIELD,False,False,10,0.35,varchar(100),2871.0,99.65,False,,False,True,13,USA,2,AMERICA,0,0.0,6,2,1,,80.77,3,2881,,,0,0.0
81c60f50-fa3b-4d34-aabe-fbf8ec7020ac1,Previous Run,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac,Prfl_SuperMarket_Contact,,0,0.0,162cb67a-0698-4472-8cd6-7e21ca78e9a0,10009,CUST_ID,DATASOURCEFIELD,False,False,2881,100.0,varchar(10),0.0,0.0,True,,False,False,4,R,1,10,0,0.0,0,2,1,,69.32,3,2881,,,0,0.0
81c60f50-fa3b-4d34-aabe-fbf8ec7020ac1,Previous Run,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac,Prfl_SuperMarket_Contact,,0,0.0,7f009f86-2e06-4e0f-8fde-a68876d20ba6,10010,NAMEPREFIX,DATASOURCEFIELD,False,False,19,0.66,varchar(50),781.0,27.11,False,,True,True,7,Ms.,2,MISS,2081,72.23,7,2,1,,72.23,5,2881,,,0,0.0
81c60f50-fa3b-4d34-aabe-fbf8ec7020ac1,Previous Run,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac,Prfl_SuperMarket_Contact,,0,0.0,547b0ea9-ca10-47dc-b044-9476f3843abe,10011,PHONE,DATASOURCEFIELD,False,False,1042,36.17,varchar(100),1778.0,61.71,False,,False,True,26,XXX-921-7695,5, 230 980 2341,61,2.12,12,2,1,,50.3,4,2881,,,0,0.0
81c60f50-fa3b-4d34-aabe-fbf8ec7020ac1,Previous Run,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac,Prfl_SuperMarket_Contact,,0,0.0,b36d9194-ebe3-4622-a11d-7abdc952d4ad,10012,FIRSTNAME,DATASOURCEFIELD,False,False,872,30.27,varchar(200),1989.0,69.04,False,,False,True,11,ZORAIDA,1,AARON,20,0.69,8,2,1,,24.33,8,2881,,,0,0.0
81c60f50-fa3b-4d34-aabe-fbf8ec7020ac1,Previous Run,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac,Prfl_SuperMarket_Contact,,0,0.0,1cf98930-3f92-4015-a648-d8ddffaa3821,10013,SURNAME,DATASOURCEFIELD,False,False,837,29.05,varchar(200),2032.0,70.53,False,,True,True,11,ZUNIGA,2,ABELAR,12,0.42,9,2,1,,26.24,9,2881,,,0,0.0
127a6203-7ed3-4609-8dc0-00e859ed0efe1,Latest Run,127a6203-7ed3-4609-8dc0-00e859ed0efe,Profile_CUSTOMER,,0,0.0,3e188e6b-91f8-485c-bd9c-e2b04dd7fc60,10001,CUST_PHONE,DATASOURCEFIELD,False,False,929,99.25,varchar(16),0.0,0.0,False,,False,True,16,981-273-0422,5,(1) 901-916-8132,7,0.75,4,202,1,,98.82,3,936,,,0,0.0
127a6203-7ed3-4609-8dc0-00e859ed0efe1,Latest Run,127a6203-7ed3-4609-8dc0-00e859ed0efe,Profile_CUSTOMER,,0,0.0,d3ac5413-48d3-4df0-a7d0-8b4a4fabbc2b,10002,CUST_EMAIL,DATASOURCEFIELD,False,False,929,99.25,varchar(34),0.0,0.0,False,,False,True,34,zveazeynn@buzzfeed.com,10,aaldin88@ted.com,7,0.75,3,202,1,,99.25,2,936,,,0,0.0
127a6203-7ed3-4609-8dc0-00e859ed0efe1,Latest Run,127a6203-7ed3-4609-8dc0-00e859ed0efe,Profile_CUSTOMER,,0,0.0,02b92728-3938-4e6a-b1af-120acc82cc81,10003,CUST_COUNTRY,DATASOURCEFIELD,False,False,8,0.85,varchar(30),928.0,99.15,False,,False,True,24,USA,2,U.K.,0,0.0,9,202,1,,93.27,2,936,,,0,0.0
127a6203-7ed3-4609-8dc0-00e859ed0efe1,Latest Run,127a6203-7ed3-4609-8dc0-00e859ed0efe,Profile_CUSTOMER,,0,0.0,63a84a8c-d016-47d6-8ecc-605f924923d7,10004,CUST_STATE,DATASOURCEFIELD,False,False,50,5.34,varchar(20),886.0,94.66,False,,False,True,20,Wyoming,4,Alabama,0,0.0,8,202,1,,19.34,8,936,,,0,0.0
127a6203-7ed3-4609-8dc0-00e859ed0efe1,Latest Run,127a6203-7ed3-4609-8dc0-00e859ed0efe,Profile_CUSTOMER,,0,0.0,603376e2-9f7a-414e-9578-243422a347c1,10005,CUST_IP_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(15),0.0,0.0,False,,True,False,15,99.247.168.64,9,0.119.237.183,0,0.0,5,202,1,,39.74,9,936,,,0,0.0
127a6203-7ed3-4609-8dc0-00e859ed0efe1,Latest Run,127a6203-7ed3-4609-8dc0-00e859ed0efe,Profile_CUSTOMER,,0,0.0,d406e537-315b-4b48-8ffa-e3392ac6a3aa,10006,CUST_CITY,DATASOURCEFIELD,False,False,315,33.65,varchar(17),609.0,65.07,False,,True,False,17,Youngstown,4,Aberdeen,12,1.28,7,202,1,,34.29,8,936,,,0,0.0
127a6203-7ed3-4609-8dc0-00e859ed0efe1,Latest Run,127a6203-7ed3-4609-8dc0-00e859ed0efe,Profile_CUSTOMER,,0,0.0,3f698025-fa0a-475c-9890-cc8e96e503a4,10007,CUST_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(26),0.0,0.0,False,,False,False,26,997 Memorial Drive,10,0 Annamark Trail,0,0.0,6,202,1,,100.0,1,936,,,0,0.0
127a6203-7ed3-4609-8dc0-00e859ed0efe1,Latest Run,127a6203-7ed3-4609-8dc0-00e859ed0efe,Profile_CUSTOMER,,0,0.0,74b83777-3fd9-45f2-92aa-50ec2fb2b6f8,10008,CUST_FIRST_NAME,DATASOURCEFIELD,False,False,885,94.55,varchar(50),51.0,5.45,False,,False,True,11,Zollie,2,Abbi,0,0.0,1,202,1,,26.28,6,936,,,0,0.0
127a6203-7ed3-4609-8dc0-00e859ed0efe1,Latest Run,127a6203-7ed3-4609-8dc0-00e859ed0efe,Profile_CUSTOMER,468.5,0,0.0,bd295864-4191-4a11-97ae-e5242998b168,10009,CUST_ID,DATASOURCEFIELD,False,False,936,100.0,decimal(38),0.0,0.0,True,,False,False,3,936,1,1,0,0.0,0,202,1,270.199771773898,89.42,3,936,438516,,0,0.0
127a6203-7ed3-4609-8dc0-00e859ed0efe1,Latest Run,127a6203-7ed3-4609-8dc0-00e859ed0efe,Profile_CUSTOMER,,0,0.0,aaeadcd1-2cbf-471f-b7d5-cacff73a17a5,10010,CUST_ZIP,DATASOURCEFIELD,False,False,750,80.13,varchar(10),186.0,19.87,True,,False,False,5,SN13,2,10039,0,0.0,10,202,1,,93.06,2,936,,,0,0.0
127a6203-7ed3-4609-8dc0-00e859ed0efe1,Latest Run,127a6203-7ed3-4609-8dc0-00e859ed0efe,Profile_CUSTOMER,,0,0.0,f9c0d155-9319-488f-9eff-de1ce7ae555f,10011,CUST_LAST_NAME,DATASOURCEFIELD,False,False,924,98.72,varchar(50),12.0,1.28,False,,False,True,13,Zuan,3,Abramino,0,0.0,2,202,1,,23.29,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730820,Latest Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,1415acdd-caf0-457d-8a7b-7caae83796f5,10001,CUST_FIRST_NAME,DATASOURCEFIELD,False,False,885,94.55,varchar(50),51.0,5.45,False,,False,True,11,Zollie,2,Abbi,0,0.0,1,203,20,,26.28,6,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730820,Latest Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,d91d5337-ae1b-4337-9fa2-4c33186dc044,10002,CUST_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(26),0.0,0.0,False,,False,False,26,997 Memorial Drive,10,0 Annamark Trail,0,0.0,6,203,20,,100.0,1,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730820,Latest Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,ebaeaa90-9774-487e-9a88-3815c03d081d,10003,CUST_LAST_NAME,DATASOURCEFIELD,False,False,924,98.72,varchar(50),12.0,1.28,False,,False,True,13,Zuan,3,Abramino,0,0.0,2,203,20,,23.29,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730820,Latest Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,5f42d7e2-c7fe-4bbf-9ee2-644e8444ff1c,10004,CUST_EMAIL,DATASOURCEFIELD,False,False,929,99.25,varchar(34),0.0,0.0,False,,False,True,34,zveazeynn@buzzfeed.com,10,aaldin88@ted.com,7,0.75,3,203,20,,99.25,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730820,Latest Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,c4f08470-89e5-490d-ae0f-2609491c56d9,10005,CUST_ZIP,DATASOURCEFIELD,False,False,750,80.13,varchar(10),186.0,19.87,True,,False,False,5,SN13,2,10039,0,0.0,10,203,20,,93.06,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730820,Latest Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,c578b026-37d9-4493-989e-4f8b2632ec52,10006,CUST_IP_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(15),0.0,0.0,False,,True,False,15,99.247.168.64,9,0.119.237.183,0,0.0,5,203,20,,39.74,9,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730820,Latest Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,84fea930-f0fa-455d-a07a-e15ce495b790,10007,CUST_CITY,DATASOURCEFIELD,False,False,315,33.65,varchar(17),609.0,65.07,False,,True,False,17,Youngstown,4,Aberdeen,12,1.28,7,203,20,,34.29,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730820,Latest Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,6e661386-2d9c-4d7b-be03-02471255a798,10008,CUST_COUNTRY,DATASOURCEFIELD,False,False,8,0.85,varchar(30),928.0,99.15,False,,False,True,24,USA,2,U.K.,0,0.0,9,203,20,,93.27,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730820,Latest Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,e04aea32-6b6f-45e8-858e-f38eff2ac4f6,10009,CUST_PHONE,DATASOURCEFIELD,False,False,929,99.25,varchar(16),0.0,0.0,False,,False,True,16,981-273-0422,5,(1) 901-916-8132,7,0.75,4,203,20,,98.82,3,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730820,Latest Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,ac02cbca-6fc1-4fe4-bfb2-425b27115771,10010,CUST_STATE,DATASOURCEFIELD,False,False,50,5.34,varchar(20),886.0,94.66,False,,False,True,20,Wyoming,4,Alabama,0,0.0,8,203,20,,19.34,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730819,Previous Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,1415acdd-caf0-457d-8a7b-7caae83796f5,10001,CUST_FIRST_NAME,DATASOURCEFIELD,False,False,885,94.55,varchar(50),51.0,5.45,False,,False,True,11,Zollie,2,Abbi,0,0.0,1,203,19,,26.28,6,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730819,Previous Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,d91d5337-ae1b-4337-9fa2-4c33186dc044,10002,CUST_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(26),0.0,0.0,False,,False,False,26,997 Memorial Drive,10,0 Annamark Trail,0,0.0,6,203,19,,100.0,1,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730819,Previous Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,ebaeaa90-9774-487e-9a88-3815c03d081d,10003,CUST_LAST_NAME,DATASOURCEFIELD,False,False,924,98.72,varchar(50),12.0,1.28,False,,False,True,13,Zuan,3,Abramino,0,0.0,2,203,19,,23.29,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730819,Previous Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,5f42d7e2-c7fe-4bbf-9ee2-644e8444ff1c,10004,CUST_EMAIL,DATASOURCEFIELD,False,False,929,99.25,varchar(34),0.0,0.0,False,,False,True,34,zveazeynn@buzzfeed.com,10,aaldin88@ted.com,7,0.75,3,203,19,,99.25,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730819,Previous Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,c4f08470-89e5-490d-ae0f-2609491c56d9,10005,CUST_ZIP,DATASOURCEFIELD,False,False,750,80.13,varchar(10),186.0,19.87,True,,False,False,5,SN13,2,10039,0,0.0,10,203,19,,93.06,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730819,Previous Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,c578b026-37d9-4493-989e-4f8b2632ec52,10006,CUST_IP_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(15),0.0,0.0,False,,True,False,15,99.247.168.64,9,0.119.237.183,0,0.0,5,203,19,,39.74,9,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730819,Previous Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,84fea930-f0fa-455d-a07a-e15ce495b790,10007,CUST_CITY,DATASOURCEFIELD,False,False,315,33.65,varchar(17),609.0,65.07,False,,True,False,17,Youngstown,4,Aberdeen,12,1.28,7,203,19,,34.29,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730819,Previous Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,6e661386-2d9c-4d7b-be03-02471255a798,10008,CUST_COUNTRY,DATASOURCEFIELD,False,False,8,0.85,varchar(30),928.0,99.15,False,,False,True,24,USA,2,U.K.,0,0.0,9,203,19,,93.27,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730819,Previous Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,e04aea32-6b6f-45e8-858e-f38eff2ac4f6,10009,CUST_PHONE,DATASOURCEFIELD,False,False,929,99.25,varchar(16),0.0,0.0,False,,False,True,16,981-273-0422,5,(1) 901-916-8132,7,0.75,4,203,19,,98.82,3,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730819,Previous Run,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,ac02cbca-6fc1-4fe4-bfb2-425b27115771,10010,CUST_STATE,DATASOURCEFIELD,False,False,50,5.34,varchar(20),886.0,94.66,False,,False,True,20,Wyoming,4,Alabama,0,0.0,8,203,19,,19.34,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730818,Previous Run - 1,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,1415acdd-caf0-457d-8a7b-7caae83796f5,10001,CUST_FIRST_NAME,DATASOURCEFIELD,False,False,885,94.55,varchar(50),51.0,5.45,False,,False,True,11,Zollie,2,Abbi,0,0.0,1,203,18,,26.28,6,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730818,Previous Run - 1,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,d91d5337-ae1b-4337-9fa2-4c33186dc044,10002,CUST_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(26),0.0,0.0,False,,False,False,26,997 Memorial Drive,10,0 Annamark Trail,0,0.0,6,203,18,,100.0,1,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730818,Previous Run - 1,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,ebaeaa90-9774-487e-9a88-3815c03d081d,10003,CUST_LAST_NAME,DATASOURCEFIELD,False,False,924,98.72,varchar(50),12.0,1.28,False,,False,True,13,Zuan,3,Abramino,0,0.0,2,203,18,,23.29,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730818,Previous Run - 1,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,5f42d7e2-c7fe-4bbf-9ee2-644e8444ff1c,10004,CUST_EMAIL,DATASOURCEFIELD,False,False,929,99.25,varchar(34),0.0,0.0,False,,False,True,34,zveazeynn@buzzfeed.com,10,aaldin88@ted.com,7,0.75,3,203,18,,99.25,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730818,Previous Run - 1,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,c4f08470-89e5-490d-ae0f-2609491c56d9,10005,CUST_ZIP,DATASOURCEFIELD,False,False,750,80.13,varchar(10),186.0,19.87,True,,False,False,5,SN13,2,10039,0,0.0,10,203,18,,93.06,2,936,,,0,0.0
